WARN   | wrapper  | 2013/05/05 23:50:48 | Unable to write to the configured log directory: /Users/fly/develop/elasticsearch-0.90.0/logs (No such file or directory)
INFO   | jvm 1    | 2013/05/06 13:00:55 | 	at org.elasticsearch.common.netty.channel.socket.nio.NioClientBoss.run(NioClientBoss.java:42)
INFO   | jvm 1    | 2013/05/06 13:00:55 | 	at org.elasticsearch.common.netty.util.ThreadRenamingRunnable.run(ThreadRenamingRunnable.java:108)
INFO   | jvm 1    | 2013/05/06 13:00:55 | 	at org.elasticsearch.common.netty.util.internal.DeadLockProofWorker$1.run(DeadLockProofWorker.java:42)
INFO   | jvm 1    | 2013/05/06 13:00:55 | 	... 3 more
INFO   | jvm 1    | 2013/05/06 13:04:55 | [2013-05-06 13:04:55,534][WARN ][cluster.service          ] [FLY] failed to reconnect to node [FLY][k9mYgsg1RziFaFm94nz2zA][inet[/192.168.1.202:9300]]{master=true}
INFO   | jvm 1    | 2013/05/06 13:04:55 | org.elasticsearch.transport.ConnectTransportException: [FLY][inet[/192.168.1.202:9300]] connect_timeout[30s]
INFO   | jvm 1    | 2013/05/06 13:04:55 | 	at org.elasticsearch.transport.netty.NettyTransport.connectToChannels(NettyTransport.java:671)
INFO   | jvm 1    | 2013/05/06 13:04:55 | 	at org.elasticsearch.transport.netty.NettyTransport.connectToNode(NettyTransport.java:610)
INFO   | jvm 1    | 2013/05/06 13:04:55 | 	at org.elasticsearch.transport.netty.NettyTransport.connectToNode(NettyTransport.java:580)
INFO   | jvm 1    | 2013/05/06 13:04:55 | 	at org.elasticsearch.transport.TransportService.connectToNode(TransportService.java:127)
INFO   | jvm 1    | 2013/05/06 13:04:55 | 	at org.elasticsearch.cluster.service.InternalClusterService$ReconnectToNodes.run(InternalClusterService.java:401)
INFO   | jvm 1    | 2013/05/06 13:04:55 | 	at java.util.concurrent.ThreadPoolExecutor$Worker.runTask(ThreadPoolExecutor.java:895)
INFO   | jvm 1    | 2013/05/06 13:04:55 | 	at java.util.concurrent.ThreadPoolExecutor$Worker.run(ThreadPoolExecutor.java:918)
INFO   | jvm 1    | 2013/05/06 13:04:55 | 	at java.lang.Thread.run(Thread.java:680)
INFO   | jvm 1    | 2013/05/06 13:04:55 | Caused by: org.elasticsearch.common.netty.channel.ConnectTimeoutException: connection timed out: /192.168.1.202:9300
INFO   | jvm 1    | 2013/05/06 13:04:55 | 	at org.elasticsearch.common.netty.channel.socket.nio.NioClientBoss.processConnectTimeout(NioClientBoss.java:137)
INFO   | jvm 1    | 2013/05/06 13:04:55 | 	at org.elasticsearch.common.netty.channel.socket.nio.NioClientBoss.process(NioClientBoss.java:83)
INFO   | jvm 1    | 2013/05/06 13:04:55 | 	at org.elasticsearch.common.netty.channel.socket.nio.AbstractNioSelector.run(AbstractNioSelector.java:312)
INFO   | jvm 1    | 2013/05/06 13:04:55 | 	at org.elasticsearch.common.netty.channel.socket.nio.NioClientBoss.run(NioClientBoss.java:42)
INFO   | jvm 1    | 2013/05/06 13:04:55 | 	at org.elasticsearch.common.netty.util.ThreadRenamingRunnable.run(ThreadRenamingRunnable.java:108)
INFO   | jvm 1    | 2013/05/06 13:04:55 | 	at org.elasticsearch.common.netty.util.internal.DeadLockProofWorker$1.run(DeadLockProofWorker.java:42)
INFO   | jvm 1    | 2013/05/06 13:04:55 | 	... 3 more
INFO   | jvm 1    | 2013/05/06 13:08:55 | [2013-05-06 13:08:55,836][WARN ][cluster.service          ] [FLY] failed to reconnect to node [FLY][k9mYgsg1RziFaFm94nz2zA][inet[/192.168.1.202:9300]]{master=true}
INFO   | jvm 1    | 2013/05/06 13:08:55 | org.elasticsearch.transport.ConnectTransportException: [FLY][inet[/192.168.1.202:9300]] connect_timeout[30s]
INFO   | jvm 1    | 2013/05/06 13:08:55 | 	at org.elasticsearch.transport.netty.NettyTransport.connectToChannels(NettyTransport.java:671)
INFO   | jvm 1    | 2013/05/06 13:08:55 | 	at org.elasticsearch.transport.netty.NettyTransport.connectToNode(NettyTransport.java:610)
INFO   | jvm 1    | 2013/05/06 13:08:55 | 	at org.elasticsearch.transport.netty.NettyTransport.connectToNode(NettyTransport.java:580)
INFO   | jvm 1    | 2013/05/06 13:08:55 | 	at org.elasticsearch.transport.TransportService.connectToNode(TransportService.java:127)
INFO   | jvm 1    | 2013/05/06 13:08:55 | 	at org.elasticsearch.cluster.service.InternalClusterService$ReconnectToNodes.run(InternalClusterService.java:401)
INFO   | jvm 1    | 2013/05/06 13:08:55 | 	at java.util.concurrent.ThreadPoolExecutor$Worker.runTask(ThreadPoolExecutor.java:895)
INFO   | jvm 1    | 2013/05/06 13:08:55 | 	at java.util.concurrent.ThreadPoolExecutor$Worker.run(ThreadPoolExecutor.java:918)
INFO   | jvm 1    | 2013/05/06 13:08:55 | 	at java.lang.Thread.run(Thread.java:680)
INFO   | jvm 1    | 2013/05/06 13:08:55 | Caused by: org.elasticsearch.common.netty.channel.ConnectTimeoutException: connection timed out: /192.168.1.202:9300
INFO   | jvm 1    | 2013/05/06 13:08:55 | 	at org.elasticsearch.common.netty.channel.socket.nio.NioClientBoss.processConnectTimeout(NioClientBoss.java:137)
INFO   | jvm 1    | 2013/05/06 13:08:55 | 	at org.elasticsearch.common.netty.channel.socket.nio.NioClientBoss.process(NioClientBoss.java:83)
INFO   | jvm 1    | 2013/05/06 13:08:55 | 	at org.elasticsearch.common.netty.channel.socket.nio.AbstractNioSelector.run(AbstractNioSelector.java:312)
INFO   | jvm 1    | 2013/05/06 13:08:55 | 	at org.elasticsearch.common.netty.channel.socket.nio.NioClientBoss.run(NioClientBoss.java:42)
INFO   | jvm 1    | 2013/05/06 13:08:55 | 	at org.elasticsearch.common.netty.util.ThreadRenamingRunnable.run(ThreadRenamingRunnable.java:108)
INFO   | jvm 1    | 2013/05/06 13:08:55 | 	at org.elasticsearch.common.netty.util.internal.DeadLockProofWorker$1.run(DeadLockProofWorker.java:42)
INFO   | jvm 1    | 2013/05/06 13:08:55 | 	... 3 more
INFO   | jvm 1    | 2013/05/06 13:12:56 | [2013-05-06 13:12:56,135][WARN ][cluster.service          ] [FLY] failed to reconnect to node [FLY][k9mYgsg1RziFaFm94nz2zA][inet[/192.168.1.202:9300]]{master=true}
INFO   | jvm 1    | 2013/05/06 13:12:56 | org.elasticsearch.transport.ConnectTransportException: [FLY][inet[/192.168.1.202:9300]] connect_timeout[30s]
INFO   | jvm 1    | 2013/05/06 13:12:56 | 	at org.elasticsearch.transport.netty.NettyTransport.connectToChannels(NettyTransport.java:671)
INFO   | jvm 1    | 2013/05/06 13:12:56 | 	at org.elasticsearch.transport.netty.NettyTransport.connectToNode(NettyTransport.java:610)
INFO   | jvm 1    | 2013/05/06 13:12:56 | 	at org.elasticsearch.transport.netty.NettyTransport.connectToNode(NettyTransport.java:580)
INFO   | jvm 1    | 2013/05/06 13:12:56 | 	at org.elasticsearch.transport.TransportService.connectToNode(TransportService.java:127)
INFO   | jvm 1    | 2013/05/06 13:12:56 | 	at org.elasticsearch.cluster.service.InternalClusterService$ReconnectToNodes.run(InternalClusterService.java:401)
INFO   | jvm 1    | 2013/05/06 13:12:56 | 	at java.util.concurrent.ThreadPoolExecutor$Worker.runTask(ThreadPoolExecutor.java:895)
INFO   | jvm 1    | 2013/05/06 13:12:56 | 	at java.util.concurrent.ThreadPoolExecutor$Worker.run(ThreadPoolExecutor.java:918)
INFO   | jvm 1    | 2013/05/06 13:12:56 | 	at java.lang.Thread.run(Thread.java:680)
INFO   | jvm 1    | 2013/05/06 13:12:56 | Caused by: org.elasticsearch.common.netty.channel.ConnectTimeoutException: connection timed out: /192.168.1.202:9300
INFO   | jvm 1    | 2013/05/06 13:12:56 | 	at org.elasticsearch.common.netty.channel.socket.nio.NioClientBoss.processConnectTimeout(NioClientBoss.java:137)
INFO   | jvm 1    | 2013/05/06 13:12:56 | 	at org.elasticsearch.common.netty.channel.socket.nio.NioClientBoss.process(NioClientBoss.java:83)
INFO   | jvm 1    | 2013/05/06 13:12:56 | 	at org.elasticsearch.common.netty.channel.socket.nio.AbstractNioSelector.run(AbstractNioSelector.java:312)
INFO   | jvm 1    | 2013/05/06 13:12:56 | 	at org.elasticsearch.common.netty.channel.socket.nio.NioClientBoss.run(NioClientBoss.java:42)
INFO   | jvm 1    | 2013/05/06 13:12:56 | 	at org.elasticsearch.common.netty.util.ThreadRenamingRunnable.run(ThreadRenamingRunnable.java:108)
INFO   | jvm 1    | 2013/05/06 13:12:56 | 	at org.elasticsearch.common.netty.util.internal.DeadLockProofWorker$1.run(DeadLockProofWorker.java:42)
INFO   | jvm 1    | 2013/05/06 13:12:56 | 	... 3 more
INFO   | jvm 1    | 2013/05/06 13:16:56 | [2013-05-06 13:16:56,435][WARN ][cluster.service          ] [FLY] failed to reconnect to node [FLY][k9mYgsg1RziFaFm94nz2zA][inet[/192.168.1.202:9300]]{master=true}
INFO   | jvm 1    | 2013/05/06 13:16:56 | org.elasticsearch.transport.ConnectTransportException: [FLY][inet[/192.168.1.202:9300]] connect_timeout[30s]
INFO   | jvm 1    | 2013/05/06 13:16:56 | 	at org.elasticsearch.transport.netty.NettyTransport.connectToChannels(NettyTransport.java:671)
INFO   | jvm 1    | 2013/05/06 13:16:56 | 	at org.elasticsearch.transport.netty.NettyTransport.connectToNode(NettyTransport.java:610)
INFO   | jvm 1    | 2013/05/06 13:16:56 | 	at org.elasticsearch.transport.netty.NettyTransport.connectToNode(NettyTransport.java:580)
INFO   | jvm 1    | 2013/05/06 13:16:56 | 	at org.elasticsearch.transport.TransportService.connectToNode(TransportService.java:127)
INFO   | jvm 1    | 2013/05/06 13:16:56 | 	at org.elasticsearch.cluster.service.InternalClusterService$ReconnectToNodes.run(InternalClusterService.java:401)
INFO   | jvm 1    | 2013/05/06 13:16:56 | 	at java.util.concurrent.ThreadPoolExecutor$Worker.runTask(ThreadPoolExecutor.java:895)
INFO   | jvm 1    | 2013/05/06 13:16:56 | 	at java.util.concurrent.ThreadPoolExecutor$Worker.run(ThreadPoolExecutor.java:918)
INFO   | jvm 1    | 2013/05/06 13:16:56 | 	at java.lang.Thread.run(Thread.java:680)
INFO   | jvm 1    | 2013/05/06 13:16:56 | Caused by: org.elasticsearch.common.netty.channel.ConnectTimeoutException: connection timed out: /192.168.1.202:9300
INFO   | jvm 1    | 2013/05/06 13:16:56 | 	at org.elasticsearch.common.netty.channel.socket.nio.NioClientBoss.processConnectTimeout(NioClientBoss.java:137)
INFO   | jvm 1    | 2013/05/06 13:16:56 | 	at org.elasticsearch.common.netty.channel.socket.nio.NioClientBoss.process(NioClientBoss.java:83)
INFO   | jvm 1    | 2013/05/06 13:16:56 | 	at org.elasticsearch.common.netty.channel.socket.nio.AbstractNioSelector.run(AbstractNioSelector.java:312)
INFO   | jvm 1    | 2013/05/06 13:16:56 | 	at org.elasticsearch.common.netty.channel.socket.nio.NioClientBoss.run(NioClientBoss.java:42)
INFO   | jvm 1    | 2013/05/06 13:16:56 | 	at org.elasticsearch.common.netty.util.ThreadRenamingRunnable.run(ThreadRenamingRunnable.java:108)
INFO   | jvm 1    | 2013/05/06 13:16:56 | 	at org.elasticsearch.common.netty.util.internal.DeadLockProofWorker$1.run(DeadLockProofWorker.java:42)
INFO   | jvm 1    | 2013/05/06 13:16:56 | 	... 3 more
INFO   | jvm 1    | 2013/05/06 13:20:56 | [2013-05-06 13:20:56,733][WARN ][cluster.service          ] [FLY] failed to reconnect to node [FLY][k9mYgsg1RziFaFm94nz2zA][inet[/192.168.1.202:9300]]{master=true}
INFO   | jvm 1    | 2013/05/06 13:20:56 | org.elasticsearch.transport.ConnectTransportException: [FLY][inet[/192.168.1.202:9300]] connect_timeout[30s]
INFO   | jvm 1    | 2013/05/06 13:20:56 | 	at org.elasticsearch.transport.netty.NettyTransport.connectToChannels(NettyTransport.java:671)
INFO   | jvm 1    | 2013/05/06 13:20:56 | 	at org.elasticsearch.transport.netty.NettyTransport.connectToNode(NettyTransport.java:610)
INFO   | jvm 1    | 2013/05/06 13:20:56 | 	at org.elasticsearch.transport.netty.NettyTransport.connectToNode(NettyTransport.java:580)
INFO   | jvm 1    | 2013/05/06 13:20:56 | 	at org.elasticsearch.transport.TransportService.connectToNode(TransportService.java:127)
INFO   | jvm 1    | 2013/05/06 13:20:56 | 	at org.elasticsearch.cluster.service.InternalClusterService$ReconnectToNodes.run(InternalClusterService.java:401)
INFO   | jvm 1    | 2013/05/06 13:20:56 | 	at java.util.concurrent.ThreadPoolExecutor$Worker.runTask(ThreadPoolExecutor.java:895)
INFO   | jvm 1    | 2013/05/06 13:20:56 | 	at java.util.concurrent.ThreadPoolExecutor$Worker.run(ThreadPoolExecutor.java:918)
INFO   | jvm 1    | 2013/05/06 13:20:56 | 	at java.lang.Thread.run(Thread.java:680)
INFO   | jvm 1    | 2013/05/06 13:20:56 | Caused by: org.elasticsearch.common.netty.channel.ConnectTimeoutException: connection timed out: /192.168.1.202:9300
INFO   | jvm 1    | 2013/05/06 13:20:56 | 	at org.elasticsearch.common.netty.channel.socket.nio.NioClientBoss.processConnectTimeout(NioClientBoss.java:137)
INFO   | jvm 1    | 2013/05/06 13:20:56 | 	at org.elasticsearch.common.netty.channel.socket.nio.NioClientBoss.process(NioClientBoss.java:83)
INFO   | jvm 1    | 2013/05/06 13:20:56 | 	at org.elasticsearch.common.netty.channel.socket.nio.AbstractNioSelector.run(AbstractNioSelector.java:312)
INFO   | jvm 1    | 2013/05/06 13:20:56 | 	at org.elasticsearch.common.netty.channel.socket.nio.NioClientBoss.run(NioClientBoss.java:42)
INFO   | jvm 1    | 2013/05/06 13:20:56 | 	at org.elasticsearch.common.netty.util.ThreadRenamingRunnable.run(ThreadRenamingRunnable.java:108)
INFO   | jvm 1    | 2013/05/06 13:20:56 | 	at org.elasticsearch.common.netty.util.internal.DeadLockProofWorker$1.run(DeadLockProofWorker.java:42)
INFO   | jvm 1    | 2013/05/06 13:20:56 | 	... 3 more
INFO   | jvm 1    | 2013/05/06 13:24:57 | [2013-05-06 13:24:57,036][WARN ][cluster.service          ] [FLY] failed to reconnect to node [FLY][k9mYgsg1RziFaFm94nz2zA][inet[/192.168.1.202:9300]]{master=true}
INFO   | jvm 1    | 2013/05/06 13:24:57 | org.elasticsearch.transport.ConnectTransportException: [FLY][inet[/192.168.1.202:9300]] connect_timeout[30s]
INFO   | jvm 1    | 2013/05/06 13:24:57 | 	at org.elasticsearch.transport.netty.NettyTransport.connectToChannels(NettyTransport.java:671)
INFO   | jvm 1    | 2013/05/06 13:24:57 | 	at org.elasticsearch.transport.netty.NettyTransport.connectToNode(NettyTransport.java:610)
INFO   | jvm 1    | 2013/05/06 13:24:57 | 	at org.elasticsearch.transport.netty.NettyTransport.connectToNode(NettyTransport.java:580)
INFO   | jvm 1    | 2013/05/06 13:24:57 | 	at org.elasticsearch.transport.TransportService.connectToNode(TransportService.java:127)
INFO   | jvm 1    | 2013/05/06 13:24:57 | 	at org.elasticsearch.cluster.service.InternalClusterService$ReconnectToNodes.run(InternalClusterService.java:401)
INFO   | jvm 1    | 2013/05/06 13:24:57 | 	at java.util.concurrent.ThreadPoolExecutor$Worker.runTask(ThreadPoolExecutor.java:895)
INFO   | jvm 1    | 2013/05/06 13:24:57 | 	at java.util.concurrent.ThreadPoolExecutor$Worker.run(ThreadPoolExecutor.java:918)
INFO   | jvm 1    | 2013/05/06 13:24:57 | 	at java.lang.Thread.run(Thread.java:680)
INFO   | jvm 1    | 2013/05/06 13:24:57 | Caused by: org.elasticsearch.common.netty.channel.ConnectTimeoutException: connection timed out: /192.168.1.202:9300
INFO   | jvm 1    | 2013/05/06 13:24:57 | 	at org.elasticsearch.common.netty.channel.socket.nio.NioClientBoss.processConnectTimeout(NioClientBoss.java:137)
INFO   | jvm 1    | 2013/05/06 13:24:57 | 	at org.elasticsearch.common.netty.channel.socket.nio.NioClientBoss.process(NioClientBoss.java:83)
INFO   | jvm 1    | 2013/05/06 13:24:57 | 	at org.elasticsearch.common.netty.channel.socket.nio.AbstractNioSelector.run(AbstractNioSelector.java:312)
INFO   | jvm 1    | 2013/05/06 13:24:57 | 	at org.elasticsearch.common.netty.channel.socket.nio.NioClientBoss.run(NioClientBoss.java:42)
INFO   | jvm 1    | 2013/05/06 13:24:57 | 	at org.elasticsearch.common.netty.util.ThreadRenamingRunnable.run(ThreadRenamingRunnable.java:108)
INFO   | jvm 1    | 2013/05/06 13:24:57 | 	at org.elasticsearch.common.netty.util.internal.DeadLockProofWorker$1.run(DeadLockProofWorker.java:42)
INFO   | jvm 1    | 2013/05/06 13:24:57 | 	... 3 more
INFO   | jvm 1    | 2013/05/06 13:28:57 | [2013-05-06 13:28:57,334][WARN ][cluster.service          ] [FLY] failed to reconnect to node [FLY][k9mYgsg1RziFaFm94nz2zA][inet[/192.168.1.202:9300]]{master=true}
INFO   | jvm 1    | 2013/05/06 13:28:57 | org.elasticsearch.transport.ConnectTransportException: [FLY][inet[/192.168.1.202:9300]] connect_timeout[30s]
INFO   | jvm 1    | 2013/05/06 13:28:57 | 	at org.elasticsearch.transport.netty.NettyTransport.connectToChannels(NettyTransport.java:671)
INFO   | jvm 1    | 2013/05/06 13:28:57 | 	at org.elasticsearch.transport.netty.NettyTransport.connectToNode(NettyTransport.java:610)
INFO   | jvm 1    | 2013/05/06 13:28:57 | 	at org.elasticsearch.transport.netty.NettyTransport.connectToNode(NettyTransport.java:580)
INFO   | jvm 1    | 2013/05/06 13:28:57 | 	at org.elasticsearch.transport.TransportService.connectToNode(TransportService.java:127)
INFO   | jvm 1    | 2013/05/06 13:28:57 | 	at org.elasticsearch.cluster.service.InternalClusterService$ReconnectToNodes.run(InternalClusterService.java:401)
INFO   | jvm 1    | 2013/05/06 13:28:57 | 	at java.util.concurrent.ThreadPoolExecutor$Worker.runTask(ThreadPoolExecutor.java:895)
INFO   | jvm 1    | 2013/05/06 13:28:57 | 	at java.util.concurrent.ThreadPoolExecutor$Worker.run(ThreadPoolExecutor.java:918)
INFO   | jvm 1    | 2013/05/06 13:28:57 | 	at java.lang.Thread.run(Thread.java:680)
INFO   | jvm 1    | 2013/05/06 13:28:57 | Caused by: org.elasticsearch.common.netty.channel.ConnectTimeoutException: connection timed out: /192.168.1.202:9300
INFO   | jvm 1    | 2013/05/06 13:28:57 | 	at org.elasticsearch.common.netty.channel.socket.nio.NioClientBoss.processConnectTimeout(NioClientBoss.java:137)
INFO   | jvm 1    | 2013/05/06 13:28:57 | 	at org.elasticsearch.common.netty.channel.socket.nio.NioClientBoss.process(NioClientBoss.java:83)
INFO   | jvm 1    | 2013/05/06 13:28:57 | 	at org.elasticsearch.common.netty.channel.socket.nio.AbstractNioSelector.run(AbstractNioSelector.java:312)
INFO   | jvm 1    | 2013/05/06 13:28:57 | 	at org.elasticsearch.common.netty.channel.socket.nio.NioClientBoss.run(NioClientBoss.java:42)
INFO   | jvm 1    | 2013/05/06 13:28:57 | 	at org.elasticsearch.common.netty.util.ThreadRenamingRunnable.run(ThreadRenamingRunnable.java:108)
INFO   | jvm 1    | 2013/05/06 13:28:57 | 	at org.elasticsearch.common.netty.util.internal.DeadLockProofWorker$1.run(DeadLockProofWorker.java:42)
INFO   | jvm 1    | 2013/05/06 13:28:57 | 	... 3 more
INFO   | jvm 1    | 2013/05/06 13:32:57 | [2013-05-06 13:32:57,634][WARN ][cluster.service          ] [FLY] failed to reconnect to node [FLY][k9mYgsg1RziFaFm94nz2zA][inet[/192.168.1.202:9300]]{master=true}
INFO   | jvm 1    | 2013/05/06 13:32:57 | org.elasticsearch.transport.ConnectTransportException: [FLY][inet[/192.168.1.202:9300]] connect_timeout[30s]
INFO   | jvm 1    | 2013/05/06 13:32:57 | 	at org.elasticsearch.transport.netty.NettyTransport.connectToChannels(NettyTransport.java:671)
INFO   | jvm 1    | 2013/05/06 13:32:57 | 	at org.elasticsearch.transport.netty.NettyTransport.connectToNode(NettyTransport.java:610)
INFO   | jvm 1    | 2013/05/06 13:32:57 | 	at org.elasticsearch.transport.netty.NettyTransport.connectToNode(NettyTransport.java:580)
INFO   | jvm 1    | 2013/05/06 13:32:57 | 	at org.elasticsearch.transport.TransportService.connectToNode(TransportService.java:127)
INFO   | jvm 1    | 2013/05/06 13:32:57 | 	at org.elasticsearch.cluster.service.InternalClusterService$ReconnectToNodes.run(InternalClusterService.java:401)
INFO   | jvm 1    | 2013/05/06 13:32:57 | 	at java.util.concurrent.ThreadPoolExecutor$Worker.runTask(ThreadPoolExecutor.java:895)
INFO   | jvm 1    | 2013/05/06 13:32:57 | 	at java.util.concurrent.ThreadPoolExecutor$Worker.run(ThreadPoolExecutor.java:918)
INFO   | jvm 1    | 2013/05/06 13:32:57 | 	at java.lang.Thread.run(Thread.java:680)
INFO   | jvm 1    | 2013/05/06 13:32:57 | Caused by: org.elasticsearch.common.netty.channel.ConnectTimeoutException: connection timed out: /192.168.1.202:9300
